dataset_id,dataset_title,authordisplay,citation,taxogroup,url,doi,doi_mol
92362ecf-6809-4c48-857e-ddc4edc4a540,Illustrated Checklist of the Mammals of the World,"Burgin et al (2020), Map of Life (2021)","Burgin, C. J., Wilson, D.E., Mittermeier, R.A., Rylands, A.B., Lacher, T.E., & Sechrest, W. (Ed.). (2020). Illustrated Checklist of the Mammals of the World. Lynx Edicions. Map of Life. (2021). Mammal range maps digitized from the Illustrated Checklist of the Mammals of the World (Burgin et al, 2020) [Data set]. Map of Life. ",Mammals,,https://doi.org/10.48600/MOL-ZZRS-Q778,
