species,longitude,latitude,year,base,id_og
Akodon cursor,-44.01666667,-22.51666667,,lena,CEG 70
Akodon cursor,-44.01666667,-22.51666667,,lena,CEG 74
Akodon cursor,-44.01666667,-22.51666667,,lena,CEG 75
Akodon cursor,-44.01666667,-22.51666667,,lena,CEG 77
Akodon cursor,-44.01666667,-22.51666667,,lena,CEG 78
Akodon cursor,-44.36888889,-22.80611111,,lena,EEB 665
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 1
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 10
Akodon cursor,-48.5,-25.25,,lena,FAG 100
Akodon cursor,-48.5,-25.25,,lena,FAG 101
Akodon cursor,-48.5,-25.25,,lena,FAG 102
Akodon cursor,-48.5,-25.25,,lena,FAG 103
Akodon cursor,-48.5,-25.25,,lena,FAG 104
Akodon cursor,-48.5,-25.25,,lena,FAG 105
Akodon cursor,-48.5,-25.25,,lena,FAG 106
Akodon cursor,-48.5,-25.25,,lena,FAG 107
Akodon cursor,-48.5,-25.25,,lena,FAG 108
Akodon cursor,-44.85,-23.33333333,,lena,FAG 109
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 11
Akodon cursor,-45.85,-23.53333333,,lena,FAG 110
Akodon cursor,-47.05,-23.96666667,,lena,FAG 111
Akodon cursor,-47.85,-24.38333333,,lena,FAG 112
Akodon cursor,-47.55,-24.71666667,,lena,FAG 113
Akodon cursor,-48.5,-25.25,,lena,FAG 114
Akodon cursor,-48.5,-25.25,,lena,FAG 115
Akodon cursor,-48.5,-25.25,,lena,FAG 116
Akodon cursor,-48.5,-25.25,,lena,FAG 117
Akodon cursor,-48.5,-25.25,,lena,FAG 118
Akodon cursor,-48.5,-25.25,,lena,FAG 119
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 12
Akodon cursor,-48.5,-25.25,,lena,FAG 120
Akodon cursor,-48.5,-25.25,,lena,FAG 121
Akodon cursor,-48.5,-25.25,,lena,FAG 122
Akodon cursor,-48.5,-25.25,,lena,FAG 123
Akodon cursor,-48.5,-25.25,,lena,FAG 124
Akodon cursor,-48.5,-25.25,,lena,FAG 125
Akodon cursor,-48.5,-25.25,,lena,FAG 126
Akodon cursor,-48.5,-25.25,,lena,FAG 127
Akodon cursor,-48.5,-25.25,,lena,FAG 128
Akodon cursor,-48.5,-25.25,,lena,FAG 129
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 13
Akodon cursor,-48.5,-25.25,,lena,FAG 130
Akodon cursor,-48.5,-25.25,,lena,FAG 131
Akodon cursor,-48.5,-25.25,,lena,FAG 132
Akodon cursor,-48.5,-25.25,,lena,FAG 133
Akodon cursor,-48.5,-25.25,,lena,FAG 134
Akodon cursor,-48.5,-25.25,,lena,FAG 135
Akodon cursor,-48.5,-25.25,,lena,FAG 136
Akodon cursor,-48.5,-25.25,,lena,FAG 137
Akodon cursor,-48.5,-25.25,,lena,FAG 138
Akodon cursor,-48.5,-25.25,,lena,FAG 139
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 14
Akodon cursor,-48.5,-25.25,,lena,FAG 140
Akodon cursor,-48.5,-25.25,,lena,FAG 141
Akodon cursor,-48.5,-25.25,,lena,FAG 142
Akodon cursor,-48.5,-25.25,,lena,FAG 143
Akodon cursor,-48.5,-25.25,,lena,FAG 144
Akodon cursor,-48.5,-25.25,,lena,FAG 145
Akodon cursor,-48.5,-25.25,,lena,FAG 146
Akodon cursor,-48.5,-25.25,,lena,FAG 147
Akodon cursor,-48.5,-25.25,,lena,FAG 148
Akodon cursor,-48.5,-25.25,,lena,FAG 149
Akodon cursor,-47.55,-24.71666667,,lena,FAG 15
Akodon cursor,-48.5,-25.25,,lena,FAG 150
Akodon cursor,-48.5,-25.25,,lena,FAG 151
Akodon cursor,-48.5,-25.25,,lena,FAG 152
Akodon cursor,-48.5,-25.25,,lena,FAG 153
Akodon cursor,-48.5,-25.25,,lena,FAG 154
Akodon cursor,-48.5,-25.25,,lena,FAG 155
Akodon cursor,-48.5,-25.25,,lena,FAG 156
Akodon cursor,-48.5,-25.25,,lena,FAG 157
Akodon cursor,-48.5,-25.25,,lena,FAG 158
Akodon cursor,-48.5,-25.25,,lena,FAG 159
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 16
Akodon cursor,-48.5,-25.25,,lena,FAG 160
Akodon cursor,-48.5,-25.25,,lena,FAG 161
Akodon cursor,-48.5,-25.25,,lena,FAG 162
Akodon cursor,-48.5,-25.25,,lena,FAG 163
Akodon cursor,-48.03333333,-25.2,,lena,FAG 17
Akodon cursor,-47.55,-24.71666667,,lena,FAG 18
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 19
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 2
Akodon cursor,-47.55,-24.71666667,,lena,FAG 20
Akodon cursor,-47.55,-24.71666667,,lena,FAG 21
Akodon cursor,-47.55,-24.71666667,,lena,FAG 22
Akodon cursor,-47.55,-24.71666667,,lena,FAG 23
Akodon cursor,-47.55,-24.71666667,,lena,FAG 24
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 25
Akodon cursor,-47.55,-24.71666667,,lena,FAG 26
Akodon cursor,-48.03333333,-25.2,,lena,FAG 27
Akodon cursor,-47.85,-24.38333333,,lena,FAG 28
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 29
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 3
Akodon cursor,-47.85,-24.38333333,,lena,FAG 30
Akodon cursor,-47.55,-24.71666667,,lena,FAG 31
Akodon cursor,-48.03333333,-25.2,,lena,FAG 32
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 33
Akodon cursor,-47.85,-24.38333333,,lena,FAG 34
Akodon cursor,-48.03333333,-25.2,,lena,FAG 35
Akodon cursor,-47.55,-24.71666667,,lena,FAG 36
Akodon cursor,-48.03333333,-25.2,,lena,FAG 37
Akodon cursor,-47.55,-24.71666667,,lena,FAG 38
Akodon cursor,-48.5,-25.25,,lena,FAG 39
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 4
Akodon cursor,-48.5,-25.25,,lena,FAG 40
Akodon cursor,-47.55,-24.71666667,,lena,FAG 41
Akodon cursor,-48.5,-25.25,,lena,FAG 42
Akodon cursor,-48.5,-25.25,,lena,FAG 43
Akodon cursor,-48.5,-25.25,,lena,FAG 44
Akodon cursor,-48.5,-25.25,,lena,FAG 45
Akodon cursor,-48.5,-25.25,,lena,FAG 46
Akodon cursor,-48.5,-25.25,,lena,FAG 47
Akodon cursor,-48.5,-25.25,,lena,FAG 48
Akodon cursor,-48.5,-25.25,,lena,FAG 49
Akodon cursor,-48.03333333,-25.2,,lena,FAG 5
Akodon cursor,-48.5,-25.25,,lena,FAG 50
Akodon cursor,-44.85,-23.33333333,,lena,FAG 51
Akodon cursor,-48.5,-25.25,,lena,FAG 52
Akodon cursor,-48.5,-25.25,,lena,FAG 53
Akodon cursor,-48.5,-25.25,,lena,FAG 54
Akodon cursor,-48.5,-25.25,,lena,FAG 55
Akodon cursor,-48.5,-25.25,,lena,FAG 56
Akodon cursor,-48.5,-25.25,,lena,FAG 57
Akodon cursor,-48.5,-25.25,,lena,FAG 58
Akodon cursor,-48.5,-25.25,,lena,FAG 59
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 6
Akodon cursor,-47.85,-24.38333333,,lena,FAG 60
Akodon cursor,-47.55,-24.71666667,,lena,FAG 61
Akodon cursor,-47.3,-25.05,,lena,FAG 62
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 63
Akodon cursor,-48.5,-25.25,,lena,FAG 64
Akodon cursor,-48.5,-25.25,,lena,FAG 65
Akodon cursor,-48.5,-25.25,,lena,FAG 66
Akodon cursor,-45.85,-23.53333333,,lena,FAG 67
Akodon cursor,-47.85,-24.38333333,,lena,FAG 68
Akodon cursor,-47.63333333,-24.11666667,,lena,FAG 69
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 7
Akodon cursor,-48.5,-25.25,,lena,FAG 70
Akodon cursor,-48.5,-25.25,,lena,FAG 71
Akodon cursor,-48.5,-25.25,,lena,FAG 72
Akodon cursor,-48.5,-25.25,,lena,FAG 73
Akodon cursor,-48.5,-25.25,,lena,FAG 74
Akodon cursor,-44.85,-23.33333333,,lena,FAG 75
Akodon cursor,-45.85,-23.53333333,,lena,FAG 76
Akodon cursor,-47.05,-23.96666667,,lena,FAG 77
Akodon cursor,-47.85,-24.38333333,,lena,FAG 78
Akodon cursor,-47.55,-24.71666667,,lena,FAG 79
Akodon cursor,-39.06666667,-15.28333333,,lena,FAG 8
Akodon cursor,-44.85,-23.33333333,,lena,FAG 80
Akodon cursor,-47.05,-23.96666667,,lena,FAG 81
Akodon cursor,-47.85,-24.38333333,,lena,FAG 82
Akodon cursor,-47.63333333,-24.11666667,,lena,FAG 83
Akodon cursor,-47.55,-24.71666667,,lena,FAG 84
Akodon cursor,-48.03333333,-25.2,,lena,FAG 85
Akodon cursor,-47.3,-25.05,,lena,FAG 86
Akodon cursor,-48.5,-25.25,,lena,FAG 87
Akodon cursor,-48.5,-25.25,,lena,FAG 88
Akodon cursor,-48.5,-25.25,,lena,FAG 89
Akodon cursor,-47.55,-24.71666667,,lena,FAG 9
Akodon cursor,-48.5,-25.25,,lena,FAG 90
Akodon cursor,-48.5,-25.25,,lena,FAG 91
Akodon cursor,-48.5,-25.25,,lena,FAG 92
Akodon cursor,-48.5,-25.25,,lena,FAG 93
Akodon cursor,-48.5,-25.25,,lena,FAG 94
Akodon cursor,-48.5,-25.25,,lena,FAG 95
Akodon cursor,-48.5,-25.25,,lena,FAG 96
Akodon cursor,-48.5,-25.25,,lena,FAG 97
Akodon cursor,-48.5,-25.25,,lena,FAG 98
Akodon cursor,-48.5,-25.25,,lena,FAG 99
Akodon cursor,-42.65,-22.46,,lena,FI 39 
Akodon cursor,-35.05,-8.00,,lena,FMNH 123060
Akodon cursor,-35.05,-8.00,,lena,FMNH 123061
Akodon cursor,-35.05,-8.00,,lena,FMNH 123062
Akodon cursor,-35.05,-8.00,,lena,FMNH 123063
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-02
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-03
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-04
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-06
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-09
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-10
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-11
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-14
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-19
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-20
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-25
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-31
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-33
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-36
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-37
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-41
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-42
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-43
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-44
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-45
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-46
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-48
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-49
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-53
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-54
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-55
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-56
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-58
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-61
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-71
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-75
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-81
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-B
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 04-D
Akodon cursor,-42.9025,-22.55388889,,lena,FS 05-03
Akodon cursor,-42.9025,-22.55388889,,lena,FS 05-36
Akodon cursor,-42.9025,-22.55388889,,lena,FS 05-37
Akodon cursor,-42.88666667,-23.51972222,,lena,FS 05-57
Akodon cursor,-42.9025,-22.55388889,,lena,FS 05-58
Akodon cursor,-42.88666667,-23.51972222,,lena,FS 05-59
Akodon cursor,-42.9025,-22.55388889,,lena,FS 05-69
Akodon cursor,-42.8,-22.51666667,,lena,FS 06-09
Akodon cursor,-42.8,-22.51666667,,lena,FS 06-13
Akodon cursor,-42.8,-22.51666667,,lena,FS 06-30
Akodon cursor,-42.8,-22.51666667,,lena,FS 06-31
Akodon cursor,-42.8,-22.51666667,,lena,FS 06-32
Akodon cursor,-42.80527778,-22.54305556,,lena,FS 06-37
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 07-08
Akodon cursor,-42.95361111,-22.56277778,,lena,FS 07-25
Akodon cursor,-42.9025,-22.55388889,,lena,FS 08-19
Akodon cursor,-42.88666667,-23.51972222,,lena,FS 08-28
Akodon cursor,-42.88666667,-23.51972222,,lena,FS 08-31
Akodon cursor,-42.88666667,-23.51972222,,lena,FS 08-58
Akodon cursor,-42.9025,-22.55388889,,lena,FS 08-73
Akodon cursor,-42.9025,-22.55388889,,lena,FS 08-76
Akodon cursor,-42.88666667,-23.51972222,,lena,FS 08-77
Akodon cursor,-42.9025,-22.55388889,,lena,FS 08-79
Akodon cursor,-42.9025,-22.55388889,,lena,FS 08-80
Akodon cursor,-42.79194444,-22.52277778,,lena,FS 12-15
Akodon cursor,-42.75444444,-22.51694444,,lena,FS 13-15o
Akodon cursor,-42.90638889,-22.59388889,,lena,FS 15-43
Akodon cursor,-42.05,-22.23333333,,lena,GL 35 o I
Akodon cursor,-42.05,-22.23333333,,lena,GL 36 o IV
Akodon cursor,-42.05,-22.23333333,,lena,GL 36 o V
Akodon cursor,-47.3,-25.05,,lena,HGB 01oI
Akodon cursor,-47.3,-25.05,,lena,HGB 01oII
Akodon cursor,-47.3,-25.05,,lena,HGB 01oIII
Akodon cursor,-47.3,-25.05,,lena,HGB 01oIV
Akodon cursor,-44.6,-22.45,,lena,HGB CFVC 1
Akodon cursor,-44.6,-22.45,,lena,HGB CFVC 2
Akodon cursor,-44.6,-22.45,,lena,HGB CFVC 6
Akodon cursor,-44.61666667,-22.43333333,,lena,HGB DB 21
Akodon cursor,-44.61666667,-22.43333333,,lena,HGB DB 22
Akodon cursor,-44.61666667,-22.43333333,,lena,HGB DB 23
Akodon cursor,-42.65,-22.46666667,,lena,HGB REGUA 1
Akodon cursor,-42.65,-22.46666667,,lena,HGB REGUA 17
Akodon cursor,-42.65,-22.46666667,,lena,HGB REGUA 2
Akodon cursor,-43.33333333,-17.13333333,,lena,LC 74
Akodon cursor,-42.65,-19.71666667,,lena,LC 84
Akodon cursor,-42.65,-19.71666667,,lena,LC 88
Akodon cursor,-42.65,-19.71666667,,lena,LC 90
Akodon cursor,-42.65,-19.71666667,,lena,LC 98
Akodon cursor,-39.16666667,-14.7,,lena,LG 173
Akodon cursor,-39.61666667,-15.45,,lena,LG 190
Akodon cursor,-39.61666667,-15.45,,lena,LG 191
Akodon cursor,-39.61666667,-15.45,,lena,LG 192
Akodon cursor,-39.61666667,-15.45,,lena,LG 196
Akodon cursor,-39.61666667,-15.45,,lena,LG 200
Akodon cursor,-41.24933333,-16.71877778,,lena,LG 527
Akodon cursor,-40.53333333,-19.95,,lena,LGA 159 
Akodon cursor,-40.47277778,-20.35916667,,lena,LGA 1990
Akodon cursor,-40.47277778,-20.35916667,,lena,LGA 1997
Akodon cursor,-40.47277778,-20.35916667,,lena,LGA 2002
Akodon cursor,-40.47277778,-20.35916667,,lena,LGA 2003
Akodon cursor,-40.47277778,-20.35916667,,lena,LGA 2008
Akodon cursor,-40.45,-20.38333333,,lena,LGA 2012
Akodon cursor,-40.53333333,-19.95,,lena,LGA 325 
Akodon cursor,-40.53333333,-19.95,,lena,LGA 327 
Akodon cursor,-40.53333333,-19.95,,lena,LGA 328 
Akodon cursor,-40.53333333,-19.95,,lena,LGA 37 
Akodon cursor,-40.53333333,-19.95,,lena,LGA 38 
Akodon cursor,-40.53333333,-19.95,,lena,LGA 42 
Akodon cursor,-40.53333333,-19.95,,lena,LGA 50 
Akodon cursor,-40.45833333,-20.37694444,,lena,LPC 1201
Akodon cursor,-44.51666667,-23.01666667,,lena,MAM 14 2 IV
Akodon cursor,-44.51666667,-23.01666667,,lena,MAM 14 o IV
Akodon cursor,-44.51666667,-23.01666667,,lena,MAM 38 1 I
Akodon cursor,-44.51666667,-23.01666667,,lena,MAM 5
Akodon cursor,-41.06666667,-20.5,,lena,MBML 34
Akodon cursor,-41.06666667,-20.5,,lena,MBML 38
Akodon cursor,-41.06666667,-20.5,,lena,MBML 385
Akodon cursor,-41.06666667,-20.5,,lena,MBML 388
Akodon cursor,-41.06666667,-20.5,,lena,MBML 42
Akodon cursor,-41.06666667,-20.5,,lena,MBML 43
Akodon cursor,-41.06666667,-20.5,,lena,MBML 49
Akodon cursor,-42.81666667,-22.41666667,,lena,MC 229
Akodon cursor,-42.81666667,-22.91666667,,lena,MC 303
Akodon cursor,-42.81666667,-22.91666667,,lena,MC 303 1 II
Akodon cursor,-42.81666667,-22.91666667,,lena,MC 97
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24407
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24411
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24412
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24414
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24418
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24420
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24422
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24423
Akodon cursor,-45.06666667,-23.43333333,,lena,MN 24424
Akodon cursor,-45.06666667,-23.43333333,,lena,MN 24425
Akodon cursor,-45.06666667,-23.43333333,,lena,MN 24428
Akodon cursor,-45.06666667,-23.43333333,,lena,MN 24429
Akodon cursor,-45.06666667,-23.43333333,,lena,MN 24430
Akodon cursor,-45.06666667,-23.43333333,,lena,MN 24431
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24437
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24438
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24439
Akodon cursor,-45.16666667,-23.48333333,,lena,MN 24444
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 26791
Akodon cursor,-43.43333333,-22.75,,lena,MN 26810
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 26815
Akodon cursor,-42.65,-22.03333333,,lena,MN 26822
Akodon cursor,-42.65,-22.03333333,,lena,MN 26832
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 26839
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 26844
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 26853
Akodon cursor,-42.65,-22.03333333,,lena,MN 27103
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 27825
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 28543
Akodon cursor,-43.43333333,-22.75,,lena,MN 28810
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 28813
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 28833
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 28843
Akodon cursor,-43.43333333,-22.75,,lena,MN 28928
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 28946
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 28948
Akodon cursor,-42.81666667,-22.41666667,,lena,MN 30140
Akodon cursor,-41.1,-20.5,,lena,MN 30718
Akodon cursor,-41.1,-20.5,,lena,MN 30720
Akodon cursor,-40.51666667,-20.51666667,,lena,MN 30721
Akodon cursor,-40.51666667,-20.51666667,,lena,MN 30724
Akodon cursor,-41.1,-20.5,,lena,MN 30725
Akodon cursor,-41.1,-20.5,,lena,MN 30734
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33688
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33689
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33690
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33691
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33692
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33693
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33694
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33695
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33696
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 33697
Akodon cursor,-42.71666667,-22.2,,lena,MN 35913
Akodon cursor,-42.71666667,-22.2,,lena,MN 35914
Akodon cursor,-42.66666667,-22.76666667,,lena,MN 35915
Akodon cursor,-42.66666667,-22.76666667,,lena,MN 35916
Akodon cursor,-42.66666667,-22.76666667,,lena,MN 35917
Akodon cursor,-42.66666667,-22.76666667,,lena,MN 35918
Akodon cursor,-42.05,-22.23333333,,lena,MN 35928
Akodon cursor,-42.05,-22.23333333,,lena,MN 35929
Akodon cursor,-42.05,-22.23333333,,lena,MN 35930
Akodon cursor,-42.05,-22.23333333,,lena,MN 35931
Akodon cursor,-42.05,-22.23333333,,lena,MN 35932
Akodon cursor,-42.05,-22.23333333,,lena,MN 35933
Akodon cursor,-42.88333333,-20.75,,lena,MN 35934
Akodon cursor,-42.88333333,-20.75,,lena,MN 35935
Akodon cursor,-42.88333333,-20.75,,lena,MN 35936
Akodon cursor,-42.88333333,-20.75,,lena,MN 35937
Akodon cursor,-42.88333333,-20.75,,lena,MN 35939
Akodon cursor,-42.03333333,-22.53333333,,lena,MN 35940
Akodon cursor,-42.03333333,-22.41666667,,lena,MN 35941
Akodon cursor,-44.51666667,-23.01666667,,lena,MN 42760
Akodon cursor,-44.51666667,-23.01666667,,lena,MN 42762
Akodon cursor,-44.51666667,-23.01666667,,lena,MN 42766
Akodon cursor,-42.65,-22.03333333,,lena,MN 43750
Akodon cursor,-42.65,-22.03333333,,lena,MN 43754
Akodon cursor,-39.36666667,-17.88333333,,lena,MN 47922
Akodon cursor,-44.55,-22.36666667,,lena,MN 47986
Akodon cursor,-44.55,-22.36666667,,lena,MN 47987
Akodon cursor,-44.55,-22.36666667,,lena,MN 47988
Akodon cursor,-44.55,-22.36666667,,lena,MN 47989
Akodon cursor,-44.55,-22.36666667,,lena,MN 47990
Akodon cursor,-44.55,-22.36666667,,lena,MN 47991
Akodon cursor,-44.55,-22.36666667,,lena,MN 47993
Akodon cursor,-44.55,-22.36666667,,lena,MN 47994
Akodon cursor,-43,-22.48333333,,lena,MN 48055
Akodon cursor,-44.85,-23.33333333,,lena,MN 48069
Akodon cursor,-45.11666667,-23.4,,lena,MN 5268
Akodon cursor,45.0711,23.4339,,lena,MN 5309
Akodon cursor,-45.11666667,-23.41666667,,lena,MN 5311
Akodon cursor,-45.11666667,-23.4,,lena,MN 5355
Akodon cursor,45.0711,23.4339,,lena,MN 5369
Akodon cursor,-44.85,-23.33333333,,lena,MN 55727
Akodon cursor,-44.85,-23.33333333,,lena,MN 55728
Akodon cursor,-47.3,-25.05,,lena,MN 55729
Akodon cursor,-42.03333333,-22.41666667,,lena,MN 59115
Akodon cursor,-42.05,-22.23333333,,lena,MN 59116
Akodon cursor,-44.58333333,-23.03333333,,lena,MN 62185
Akodon cursor,-44.58333333,-23.03333333,,lena,MN 62186
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69938
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69939
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69940
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69941
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69942
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69943
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69944
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69945
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69946
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69947
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69948
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69949
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69950
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69951
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69952
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69953
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69954
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69955
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69956
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69957
Akodon cursor,-41.39872222,-12.55047222,,lena,MN 69958
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76282
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76283
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76284
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76285
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76289
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76290
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76297
Akodon cursor,-42.86027778,-22.4925,,lena,MN 76299
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 76356
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76397
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76401
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76411
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76412
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76413
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76415
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76416
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76418
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76419
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76421
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76430
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76431
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 76452
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 76456
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 76459
Akodon cursor,-42.95361111,-22.56277778,,lena,MN 76479
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 81465
Akodon cursor,-45.11666667,-23.4,,lena,MN 8244
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82738
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82739
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82740
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82741
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82742
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82743
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82744
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82745
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82746
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82747
Akodon cursor,-41.24933333,-16.71877778,,lena,MN 82748
Akodon cursor,-44.38333333,-22.88333333,,lena,MN 84987
Akodon cursor,-44.01666667,-22.51666667,,lena,MN 84989
Akodon cursor,-42.86463889,-22.58291667,,lena,MN 84990
