species,longitude,latitude,year,base,id_og
Akodon cursor,-42.65,-19.71666667,1996,speciesLink,956
Akodon cursor,-42.65,-19.71666667,1996,speciesLink,951
Akodon cursor,-42.65,-19.71666667,1996,speciesLink,950
Akodon cursor,-42.48333333,-20.71666667,1992,speciesLink,897
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,871
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,870
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,869
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,868
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,867
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,866
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,865
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,864
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,863
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,862
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,861
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,860
Akodon cursor,-40.96666667,-20.4,2003,speciesLink,838
Akodon cursor,-40.96666667,-20.4,2003,speciesLink,837
Akodon cursor,-40.53944444,-19.965,2008,speciesLink,802
Akodon cursor,-40.53944444,-19.965,2007,speciesLink,801
Akodon cursor,-40.45833333,-20.37694444,2007,speciesLink,718
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,717
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,716
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,715
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,714
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,713
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,712
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,711
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,710
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,709
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,708
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,707
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,706
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,705
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,624
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,623
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,622
Akodon cursor,-40.46138889,-20.38888889,2006,speciesLink,621
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,502
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,501
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,500
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,499
Akodon cursor,-40.52194444,-20.28111111,2007,speciesLink,498
Akodon cursor,-40.5412,-19.9076,2019,speciesLink,4698
Akodon cursor,-41.083444,-20.518861,2014,speciesLink,4015
Akodon cursor,-41.083444,-20.518861,2014,speciesLink,4005
Akodon cursor,-41.0838948,-20.5166726,2013,speciesLink,3971
Akodon cursor,-41.0838948,-20.5166726,2013,speciesLink,3967
Akodon cursor,-41.0838891,-20.5166669,2013,speciesLink,3909
Akodon cursor,-41.0838889,-20.5166667,2013,speciesLink,3907
Akodon cursor,-41.0838888,-20.5166666,2013,speciesLink,3906
Akodon cursor,-41.71917,-21.0425,2012,speciesLink,3877
Akodon cursor,-41.71917,-21.0425,2012,speciesLink,3876
Akodon cursor,-41.71917,-21.0425,2012,speciesLink,3870
Akodon cursor,-40.52,-19.96,2010,speciesLink,3843
Akodon cursor,-40.53944444,-19.965,2010,speciesLink,3839
Akodon cursor,-40.52722222,-19.965,2008,speciesLink,3790
Akodon cursor,-40.52722222,-19.965,2008,speciesLink,3789
Akodon cursor,-39.07611111,-15.25166667,2013,speciesLink,3631
Akodon cursor,-40.53944444,-19.965,2009,speciesLink,3529
Akodon cursor,-40.43861111,-20.38888889,2005,speciesLink,2839
Akodon cursor,-40.54444444,-20.57861,2014,speciesLink,2616
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2611
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2610
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2609
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2600
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2582
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,237
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,236
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,235
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,234
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,229
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,227
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,137
Akodon cursor,-40.81388889,-18.87472222,2006,speciesLink,136
Akodon cursor,-41.26138889,-12.80166667,1998,speciesLink,1157
Akodon cursor,-41.26138889,-12.80166667,1998,speciesLink,1156
Akodon cursor,-39,-15.35,1996,speciesLink,1140
Akodon cursor,-39,-15.35,1996,speciesLink,1136
Akodon cursor,-42.65,-19.71666667,1996,speciesLink,1134
Akodon cursor,-42.65,-19.71666667,1996,speciesLink,1126
Akodon cursor,-42.65,-19.71666667,1996,speciesLink,1124
Akodon cursor,-42.65,-19.71666667,1996,speciesLink,1120
Akodon cursor,-42.48333333,-20.71666667,1992,speciesLink,1071
Akodon cursor,-41.0838947,-20.5166725,2013,speciesLink,3960
Akodon cursor,-41.0838938,-20.5166716,2013,speciesLink,3952
Akodon cursor,-41.0838932,-20.516671,2013,speciesLink,3949
Akodon cursor,-41.0838931,-20.5166709,2013,speciesLink,3948
Akodon cursor,-41.0838926,-20.5166704,2013,speciesLink,3944
Akodon cursor,-41.0838924,-20.5166702,2013,speciesLink,3942
Akodon cursor,-41.0838923,-20.5166701,2013,speciesLink,3941
Akodon cursor,-41.0838899,-20.5166677,2013,speciesLink,3917
Akodon cursor,-40.30780029,-20.12859917,2012,speciesLink,2652
Akodon cursor,-43.93780136,-19.92079926,2003,speciesLink,3781
Akodon cursor,-42.76666667,-17.13333333,1996,speciesLink,1114
Akodon cursor,-42.76666667,-17.13333333,1996,speciesLink,1110
Akodon cursor,-42.76666667,-17.13333333,1996,speciesLink,944
Akodon cursor,-42.76666667,-17.13333333,1996,speciesLink,937
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,999
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,998
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,997
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,996
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,995
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,994
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,993
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,992
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,991
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,990
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,989
Akodon cursor,-41.01667,-20.4,2006,speciesLink,946
Akodon cursor,-40.96666667,-20.4,2003,speciesLink,944
Akodon cursor,-40.96666667,-20.4,2003,speciesLink,943
Akodon cursor,-40.48,-19.26,2005,speciesLink,935
Akodon cursor,-40.48,-19.26,2005,speciesLink,934
Akodon cursor,-40.48,-19.26,2005,speciesLink,933
Akodon cursor,-40.52722222,-19.965,2008,speciesLink,900
Akodon cursor,-40.52722222,-19.965,2007,speciesLink,899
Akodon cursor,-40.45805556,-20.37888889,1981,speciesLink,834
Akodon cursor,-40.45805556,-20.37888889,1981,speciesLink,833
Akodon cursor,-40.44166667,-20.37694444,2007,speciesLink,790
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,789
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,788
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,787
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,786
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,785
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,784
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,783
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,782
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,781
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,780
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,779
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,778
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,777
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,776
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,775
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,774
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,773
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,772
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,771
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,770
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,769
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,768
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,767
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,766
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,765
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,764
Akodon cursor,-40.46055556,-20.35916667,2007,speciesLink,763
Akodon cursor,-40.43861111,-20.38888889,2005,speciesLink,681
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,680
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,679
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,678
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,677
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,676
Akodon cursor,-40.43861111,-20.38888889,2006,speciesLink,675
Akodon cursor,-40.51138889,-20.28111111,2007,speciesLink,552
Akodon cursor,-40.51138889,-20.28111111,2007,speciesLink,551
Akodon cursor,-40.51138889,-20.28111111,2007,speciesLink,550
Akodon cursor,-40.51138889,-20.28111111,2007,speciesLink,549
Akodon cursor,-40.51138889,-20.28111111,2007,speciesLink,548
Akodon cursor,-41.525883,-17.763126,2021,speciesLink,5056
Akodon cursor,-41.526375,-17.764111,2021,speciesLink,5047
Akodon cursor,-41.525135,-17.766539,2021,speciesLink,5040
Akodon cursor,-41.523762,-17.76564,2021,speciesLink,5035
Akodon cursor,-41.523064,-17.765472,2021,speciesLink,5029
Akodon cursor,-40.586073,-19.358305,2021,speciesLink,4943
Akodon cursor,-40.586073,-19.358305,2020,speciesLink,4935
Akodon cursor,-40.586073,-19.358305,2020,speciesLink,4934
Akodon cursor,-40.586649,-19.358214,2020,speciesLink,4933
Akodon cursor,-40.586649,-19.358214,2020,speciesLink,4932
Akodon cursor,-40.586156,-19.358178,2020,speciesLink,4920
Akodon cursor,-40.586156,-19.358178,2020,speciesLink,4919
Akodon cursor,-40.586156,-19.358178,2020,speciesLink,4918
Akodon cursor,-40.586156,-19.358178,2020,speciesLink,4916
Akodon cursor,-40.5412,-19.9076,2019,speciesLink,4856
Akodon cursor,0,0,2014,speciesLink,4680
Akodon cursor,-39.07611111,-15.25166667,2014,speciesLink,4623
Akodon cursor,-39.07611111,-15.25166667,2014,speciesLink,4621
Akodon cursor,-39.07611111,-15.25166667,2014,speciesLink,4620
Akodon cursor,-39.07611111,-15.25166667,2013,speciesLink,4612
Akodon cursor,-39.07611111,-15.25166667,2014,speciesLink,4611
Akodon cursor,-40.078,-19.0277,,speciesLink,4609
Akodon cursor,-40.12316,-18.34379,2015,speciesLink,3099
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2816
Akodon cursor,-40.54444444,-20.57861,2014,speciesLink,2813
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2808
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2807
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2806
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2797
Akodon cursor,-40.59888889,-20.53083,2014,speciesLink,2763
Akodon cursor,-41.083444,-20.518861,2014,speciesLink,2724
Akodon cursor,-41.083444,-20.518861,2014,speciesLink,2699
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,268
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,267
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,266
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,265
Akodon cursor,-41.0838948,-20.5166726,2013,speciesLink,2621
Akodon cursor,-41.0838948,-20.5166726,2013,speciesLink,2617
Akodon cursor,-41.0838947,-20.5166725,2013,speciesLink,2608
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,260
Akodon cursor,-41.0838938,-20.5166716,2013,speciesLink,2599
Akodon cursor,-41.0838932,-20.516671,2013,speciesLink,2593
Akodon cursor,-41.0838931,-20.5166709,2013,speciesLink,2592
Akodon cursor,-41.0838926,-20.5166704,2013,speciesLink,2587
Akodon cursor,-41.0838924,-20.5166702,2013,speciesLink,2585
Akodon cursor,-41.0838923,-20.5166701,2013,speciesLink,2584
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,258
Akodon cursor,-41.0838899,-20.5166677,2013,speciesLink,2560
Akodon cursor,-41.0838891,-20.5166669,2013,speciesLink,2552
Akodon cursor,-41.0838889,-20.5166667,2013,speciesLink,2550
Akodon cursor,-41.0838888,-20.5166666,2013,speciesLink,2549
Akodon cursor,-39.07611111,-15.25166667,2013,speciesLink,2493
Akodon cursor,-40.32,-20.14,2012,speciesLink,2371
Akodon cursor,-41.71917,-21.0425,2012,speciesLink,2311
Akodon cursor,-41.71917,-21.0425,2012,speciesLink,2310
Akodon cursor,-41.71917,-21.0425,2012,speciesLink,2305
Akodon cursor,-47.96667,-25.13333,2011,speciesLink,2234
Akodon cursor,-47.99107,-24.06731,2011,speciesLink,2217
Akodon cursor,-40.53944444,-19.965,2009,speciesLink,1962
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1944
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1943
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1942
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1941
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1940
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1939
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1938
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1937
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1936
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1935
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1934
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1933
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1932
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1931
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1930
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1929
Akodon cursor,-40.47278,-20.35917,2007,speciesLink,1928
Akodon cursor,-40.52,-19.96,2010,speciesLink,1913
Akodon cursor,-40.77557,-19.79918,2007,speciesLink,1890
Akodon cursor,-40.77557,-19.79918,2007,speciesLink,1888
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,168
Akodon cursor,-40.78611111,-18.87472222,2006,speciesLink,167
Akodon cursor,-41.25411,-21.01311,2007,speciesLink,1660
Akodon cursor,-40.768634,-19.80408,2007,speciesLink,1622
Akodon cursor,-40.53944444,-19.965,2010,speciesLink,1605
Akodon cursor,-40.52722222,-19.965,2008,speciesLink,1206
Akodon cursor,-40.52722222,-19.965,2008,speciesLink,1204
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,1124
Akodon cursor,-41.70305556,-20.49722222,2006,speciesLink,1121
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1095
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1006
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1005
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1004
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1003
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1002
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1001
Akodon cursor,-41.73166667,-20.39638889,2006,speciesLink,1000
Akodon cursor,-39.49580002,-15.41919994,2008,speciesLink,1551
Akodon cursor,-39.49580002,-15.41919994,2008,speciesLink,1549
Akodon cursor,-39.73389816,-14.13720036,2008,speciesLink,1557
Akodon cursor,-39.07529831,-15.29329967,2014,speciesLink,4622
Akodon cursor,-39.07529831,-15.29329967,2014,speciesLink,3002
Akodon cursor,-39.07529831,-15.29329967,2014,speciesLink,3013
Akodon cursor,-39.07529831,-15.29329967,,speciesLink,3014
Akodon cursor,-39.07529831,-15.29329967,2014,speciesLink,3003
Akodon cursor,-39.07529831,-15.29329967,2013,speciesLink,4632
Akodon cursor,-39.07529831,-15.29329967,2013,speciesLink,4633
Akodon cursor,-39.07529831,-15.29329967,2013,speciesLink,4634
Akodon cursor,-39.07529831,-15.29329967,2013,speciesLink,4635
Akodon cursor,-39.07529831,-15.29329967,2013,speciesLink,4678
Akodon cursor,-39.07529831,-15.29329967,2013,speciesLink,4716
Akodon cursor,-40.65919876,-20.36330032,2014,speciesLink,5004
Akodon cursor,-40.85559845,-19.80190086,2007,speciesLink,1633
Akodon cursor,-41.65439987,-21.02529907,2019,speciesLink,4965
Akodon cursor,-40.49610138,-20.39030075,,speciesLink,1945
Akodon cursor,-40.49610138,-20.39030075,2007,speciesLink,4738
Akodon cursor,-40.49610138,-20.39030075,2007,speciesLink,4736
Akodon cursor,-40.49610138,-20.39030075,1982,speciesLink,832
Akodon cursor,-40.33779907,-20.31940079,2014,speciesLink,2766
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4627
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4648
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4649
Akodon cursor,-34.98109818,-8.021670341,2017,speciesLink,4655
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4732
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4730
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4720
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4691
Akodon cursor,-34.98109818,-8.021670341,2018,speciesLink,4690
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4686
Akodon cursor,-34.98109818,-8.021670341,2017,speciesLink,4656
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4631
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4630
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4629
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4628
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4626
Akodon cursor,-34.98109818,-8.021670341,2015,speciesLink,4647
Akodon cursor,-47.91999817,-25.01000023,2012,speciesLink,2433
Akodon cursor,-47.92003056,-25.06930556,2013,asm,sm01
Akodon cursor,-47.92003056,-25.06930556,2013,asm,sm01
Akodon cursor,-48.1,-24.21666667,NA,asm,sm04
Akodon cursor,-40.53333333,-19.95,2001,asm,sm05
Akodon cursor,-40.53333333,-19.95,1990,asm,sm05
Akodon cursor,-42.591094,-19.67103,1987,asm,sm21
Akodon cursor,-42.616612,-19.72845,1987,asm,sm22
Akodon cursor,-42.469442,-19.622279,1987,asm,sm23
Akodon cursor,-41.78686389,-20.44355833,NA,asm,sm26
Akodon cursor,-42.48026944,-20.71811111,NA,asm,sm28
Akodon cursor,-40.46666667,-20.26666667,2001,asm,sm37
Akodon cursor,-39.05,-15.16666667,2000,asm,sm40
Akodon cursor,-42.24840556,-22.58727222,1999,asm,sm49
Akodon cursor,-42.24786667,-22.58262778,1999,asm,sm50
Akodon cursor,-42.24458889,-22.57912778,1999,asm,sm51
Akodon cursor,-42.24388611,-22.58306667,1999,asm,sm52
Akodon cursor,-42.24963056,-22.58047778,1999,asm,sm53
Akodon cursor,-42.25525556,-22.58101111,1999,asm,sm54
Akodon cursor,-42.24781389,-22.57537778,1999,asm,sm55
Akodon cursor,-42.26030278,-22.58381944,1999,asm,sm56
Akodon cursor,-42.24592778,-22.58520556,1999,asm,sm57
Akodon cursor,-42.26411,-22.583623,2001,asm,sm58
Akodon cursor,-42.98333333,-22.33333333,2007,asm,sm59
Akodon cursor,-46.93985833,-23.569825,1996,asm,sm60
Akodon cursor,-42.489135,-20.438248,1993,asm,sm62
Akodon cursor,-42.501028,-20.433982,1993,asm,sm63
Akodon cursor,-42.501028,-20.433982,1999,asm,sm63
Akodon cursor,-42.492407,-20.433152,1998,asm,sm64
Akodon cursor,-42.493506,-20.43915,1999,asm,sm65
Akodon cursor,-41.822298,-19.713994,1986,asm,sm69
Akodon cursor,-42.55199722,-19.69761667,1986,asm,sm70
Akodon cursor,-42.564326,-19.589594,1986,asm,sm71
Akodon cursor,-35.900165,-8.748206,2003,asm,sm81
Akodon cursor,-42.65711389,-22.01691389,1999,asm,sm112
Akodon cursor,-42.68916667,-22.04611111,1995,asm,sm113
Akodon cursor,-42.68916667,-22.04611111,1996,asm,sm113
Akodon cursor,-42.68916667,-22.04611111,1996,asm,sm113
Akodon cursor,-42.68916667,-22.04611111,1996,asm,sm113
Akodon cursor,-48.693453,-25.244277,2011,asm,sm116
Akodon cursor,-43.444924,-22.93195,2007,asm,sm119
Akodon cursor,-43.438242,-22.924341,2007,asm,sm120
Akodon cursor,-43.458576,-22.934491,2007,asm,sm123
Akodon cursor,-43.452989,-22.947188,2007,asm,sm125
Akodon cursor,-48.59888889,-25.74138889,2013,asm,sm126
Akodon cursor,-48.5975,-25.65805556,2013,asm,sm127
Akodon cursor,-48.63944444,-25.61444444,2013,asm,sm128
Akodon cursor,-41.87272222,-21.48416667,2006,asm,sm141
Akodon cursor,-41.35,-12.56666667,NA,asm,sm151
Akodon cursor,-37.420746,-11.262224,1993,asm,sm179
Akodon cursor,-43.35276111,-19.87419444,1988,asm,sm186
Akodon cursor,-43.37278333,-19.89776667,1988,asm,sm187
Akodon cursor,-42.99722222,-22.47,2007,asm,sm193
Akodon cursor,-42.83333333,-22.95833333,1990,asm,sm194
Akodon cursor,-40.53934444,-19.97239444,1999,asm,sm201
Akodon cursor,-40.58149167,-19.95408889,2001,asm,sm203
Akodon cursor,-40.5975,-19.95916667,2001,asm,sm204
Akodon cursor,-40.58333333,-19.96666667,2001,asm,sm206
Akodon cursor,-40.580537,-19.965148,2001,asm,sm207
Akodon cursor,-42.96504722,-22.5632,2000,asm,sm213
Akodon cursor,-42.95436944,-22.56146389,2000,asm,sm214
Akodon cursor,-42.86142222,-22.53036944,2000,asm,sm215
Akodon cursor,-42.80493889,-22.54276944,2001,asm,sm216
Akodon cursor,-42.79176944,-22.52228889,2000,asm,sm217
Akodon cursor,-42.90448889,-22.58190556,2001,asm,sm218
Akodon cursor,-42.86252778,-22.588225,2000,asm,sm219
Akodon cursor,-42.90727222,-22.53703611,2001,asm,sm220
Akodon cursor,-42.83087778,-22.53914444,2001,asm,sm221
Akodon cursor,-42.83827222,-22.54323611,2001,asm,sm222
Akodon cursor,-42.75900556,-22.46721944,2001,asm,sm223
Akodon cursor,-42.87679167,-22.51120833,2001,asm,sm224
Akodon cursor,-42.85708611,-22.50680278,2001,asm,sm225
Akodon cursor,-42.32699444,-22.54236944,2005,asm,sm229
Akodon cursor,-42.32624167,-22.53568333,2005,asm,sm231
Akodon cursor,-42.32640556,-22.53538056,2005,asm,sm232
Akodon cursor,-42.35631111,-22.53206944,2005,asm,sm233
Akodon cursor,-42.34738611,-22.52737222,2005,asm,sm234
Akodon cursor,-42.35105,-22.53178611,2005,asm,sm235
Akodon cursor,-39.16583333,-15.20638889,1998,asm,sm240
Akodon cursor,-40.45941944,-20.37426667,1982,asm,sm241
Akodon cursor,-40.45941944,-20.37426667,2007,asm,sm241
Akodon cursor,-20.391206,-40.456318,2007,asm,sm242
Akodon cursor,-40.48321667,-20.36689444,1982,asm,sm243
Akodon cursor,-40.44819444,-20.38443056,1982,asm,sm244
Akodon cursor,-40.46833333,-20.37916667,2007,asm,sm245
Akodon cursor,-40.43291111,-20.39327778,1982,asm,sm246
Akodon cursor,-40.452854,-20.385843,2007,asm,sm247
Akodon cursor,-35.066725,-7.874908,2009,asm,sm255
Akodon cursor,-39.03534834,-13.52531687,2001,asm,sm256
Akodon cursor,-39.67306776,-17.29201004,2001,asm,sm275
Akodon cursor,-39.84181143,-17.16923531,2001,asm,sm276
Akodon cursor,-39.30364943,-16.51221943,2001,asm,sm277
Akodon cursor,-38.942252,-16.01722,2011,asm,sm296
Akodon cursor,-36.179697,-10.139114,2011,asm,sm297
Akodon cursor,-44.083333,-22.983333,2005,asm,sm303
